*SUMMARY : KSGC3038SN FINNEY COUNTY MODELING                                       DSSAT Cropping System Model Ver. 4.7.1.001 -release      JUL 23, 2019; 16:38:07

!IDENTIFIERS......................... EXPERIMENT AND TREATMENT.......... SITE INFORMATION............ DATES..........................................  DRY WEIGHT, YIELD AND YIELD COMPONENTS........................................  WATER...............................................  NITROGEN............................................  PHOSPHORUS............  POTASSIUM.............  ORGANIC MATTER..........................................    WATER PRODUCTIVITY..................................................    NITROGEN PRODUCTIVITY...........  SEASONAL ENVIRONMENTAL DATA (Planting to harvest)..............
@   RUNNO   TRNO R# O# C# CR MODEL... EXNAME.. TNAM..................... FNAM.... WSTA.... SOIL_ID...    SDAT    PDAT    EDAT    ADAT    MDAT    HDAT  DWAP    CWAM    HWAM    HWAH    BWAH  PWAM    HWUM    H#AM    H#UM  HIAM  LAIX  IR#M  IRCM  PRCM  ETCM  EPCM  ESCM  ROCM  DRCM  SWXM  NI#M  NICM  NFXM  NUCM  NLCM  NIAM  CNAM  GNAM N2OEC  PI#M  PICM  PUPC  SPAM  KI#M  KICM  KUPC  SKAM  RECM  ONTAM   ONAM  OPTAM   OPAM   OCTAM    OCAM   CO2EC    DMPPM    DMPEM    DMPTM    DMPIM     YPPM     YPEM     YPTM     YPIM    DPNAM    DPNUM    YPNAM    YPNUM  NDCH TMAXA TMINA SRADA DAYLA   CO2A   PRCP   ETCP   ESCP   EPCP
      948     33  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_14              FNYCO001 GRRD0001 KS00000005 2000061 2000130 2000137 2000209 2000266 2000266   -99   18366    7808    7808   10628 12618  0.1410    5539   728.9 0.425   4.2     6   150   349   585   350   235     3    70    95     1   250     0   268     1   117   201   142   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19809  19809      0      0  226648  226648     -99    113.5     40.1     52.5    122.4     48.3     17.0     22.3     52.1     73.5     68.5     31.2     29.1   136  32.9  15.4  29.0  13.8  380.0  161.8  458.5  108.6  350.1
      949     33  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_14              FNYCO001 GRRD0101 KS00000005 2001061 2001130 2001136 2001208 2001272 2001272   -99   21293   11821   11821    9541 15419  0.2501    4727   622.0 0.555   4.2     7   175   470   735   430   305    21   105    33     1   250     0   239     6   135   171   139   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19823  19823      0      0  226988  226988     -99     59.0     33.8     49.5    121.7     32.8     18.8     27.5     67.5     85.2     89.1     47.3     49.5   142  31.9  15.2  28.8  13.8  380.0  360.7  629.3  201.1  430.0
      950     33  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_14              FNYCO001 GRRD0201 KS00000005 2002061 2002130 2002139 2002208 2002275 2002275   -99   19626   10822   10822    8869 13898  0.2599    4163   547.8 0.551   3.7     7   175   239   553   355   199     0     0   111     1   250     0   295     0    93   228   186   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19811  19811      0      0  226746  226746     -99    104.0     39.9     55.4    112.2     57.3     22.0     30.5     61.8     78.5     66.5     43.3     36.7   145  31.4  15.3  28.2  13.7  380.0  188.8  492.4  139.5  354.6
      951     33  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_14              FNYCO001 GRRD0301 KS00000005 2003061 2003130 2003138 2003210 2003283 2003283   -99   14482    6871    6871    7672  8454  0.3030    2268   298.4 0.474   3.5     7   175   382   676   364   312     4    33    94     1   250     0   254     1   136   178   119   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19806  19806      0      0  226690  226690     -99     52.2     25.1     39.8     82.8     24.8     11.9     18.9     39.3     57.9     57.0     27.5     27.1   153  30.2  14.1  27.7  13.6  380.0  277.5  575.9  213.5  364.0
      952     33  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_14              FNYCO001 GRRD0401 KS00000005 2004061 2004130 2004139 2004216 2004307 2004307   -99   30371   18000   18000   12446 23884  0.3221    5589   735.4 0.593   4.6     6   150   576   760   519   241    13    48   160     1   250     0   388     2    49   289   235   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19778  19778      0      0  226386  226386     -99     64.8     45.9     58.6    202.5     38.4     27.2     34.7    120.0    121.5     78.3     72.0     46.4   177  28.1  12.4  26.2  13.2  380.0  468.4  661.9  143.4  518.5
      953     33  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_14              FNYCO001 GRRD0501 KS00000005 2005061 2005130 2005138 2005207 2005271 2005271   -99   23507   12241   12241   11337 16051  0.2672    4581   602.7 0.521   4.4     6   150   344   675   438   237     2     5    67     1   250     0   284     0   110   209   167   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19808  19808      0      0  226754  226754     -99     78.4     39.0     53.7    156.7     40.8     20.3     28.0     81.6     94.0     82.8     49.0     43.1   141  31.6  15.0  28.8  13.8  380.0  299.8  603.4  168.0  437.6
      954     33  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_14              FNYCO001 GRRD0601 KS00000005 2006061 2006130 2006139 2006207 2006277 2006277   -99   26415   15239   15239   11253 19428  0.2712    5619   739.3 0.577   4.7     7   175   386   736   506   230     4     0    71     1   250     0   311     0   103   226   191   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19793  19793      0      0  226607  226607     -99     86.7     41.1     52.2    150.9     50.0     23.7     30.1     87.1    105.7     84.9     61.0     49.0   147  31.5  14.9  28.3  13.7  380.0  304.8  643.4  139.3  506.1
      955     33  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_14              FNYCO001 GRRD0701 KS00000005 2007061 2007130 2007137 2007210 2007270 2007270   -99   19365    8985    8985   10446 12344  0.1949    4610   606.6 0.464   4.2     6   150   367   629   374   255     3    14   126     1   250     0   301     0    92   228   159   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19806  19806      0      0  226609  226609     -99     77.7     38.4     51.8    129.1     36.0     17.8     24.0     59.9     77.5     64.3     35.9     29.9   140  31.5  15.4  28.9  13.8  380.0  249.3  504.2  132.9  373.6
      956     33  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_14              FNYCO001 GRRD0801 KS00000005 2008061 2008130 2008140 2008210 2008285 2008285   -99   19315   10017   10017    9367 12230  0.3296    3039   399.8 0.519   4.1     7   175   296   665   438   227     1     0    55     1   250     0   301     0    93   207   160   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19814  19814      0      0  226969  226969     -99     91.2     33.4     44.1    110.4     47.3     17.3     22.9     57.2     77.3     64.2     40.1     33.3   155  30.2  13.9  27.7  13.6  380.0  211.8  578.5  142.3  438.1
      957     33  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_14              FNYCO001 GRRD0901 KS00000005 2009061 2009130 2009139 2009208 2009292 2009292   -99   24776   14502   14502   10338 19432  0.2815    5152   677.9 0.585   3.9     8   200   474   750   452   298    11    50   110     1   250     0   308     1    88   227   191   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19813  19813      0      0  226951  226951     -99     78.9     39.5     54.8    123.9     46.2     23.1     32.1     72.5     99.1     80.4     58.0     47.1   162  28.3  12.5  26.5  13.5  380.0  314.1  627.0  175.1  451.9
      958     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD8101 KS00000005 1981061 1981130 1981143 1981212 1981289 1981289   -99   26028   15332   15332   10764 20424  0.2707    5664   745.3 0.589   4.1     7   175   396   695   435   260     2    17   107     1   250     0   305     1    94   229   200   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19806  19806      0      0  226793  226793     -99     93.9     44.0     59.8    148.7     55.3     25.9     35.2     87.6    104.1     85.3     61.3     50.3   159  28.7  13.7  27.0  13.5  380.0  277.3  590.9  156.1  435.3
      959     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD8201 KS00000005 1982061 1982130 1982140 1982216 1982307 1982307   -99   26093   15211   15211   10948 20016  0.2790    5452   717.4 0.583   4.3     6   150   487   736   439   297    13    39   102     1   250     0   305     1   104   229   196   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19797  19797      0      0  226678  226678     -99     64.4     39.9     59.5    174.0     37.5     23.2     34.7    101.4    104.4     85.6     60.8     49.9   177  27.1  12.3  25.8  13.2  380.0  405.3  654.4  215.7  438.7
      960     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD8301 KS00000005 1983061 1983130 1983145 1983222 1983294 1983294   -99    8891    2089    2089    6871  2780  0.2814     742   108.1 0.235   3.7     6   150   354   642   295   348     2    39    75     1   250     0   207     1   175   138    36   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19805  19805      0      0  226469  226469     -99     32.8     16.3     30.2     59.3      7.7      3.8      7.1     13.9     35.6     43.0      8.4     10.1   164  29.3  13.6  27.0  13.4  380.0  270.7  544.7  250.0  294.8
      961     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD8401 KS00000005 1984061 1984130 1984137 1984211 1984285 1984285   -99   14536    6360    6360    8238  9906  0.1429    4450   585.5 0.438   3.2     7   175   326   588   286   302     2    28   133     1   250     0   218     0   155   161   114   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19820  19820      0      0  226703  226703     -99     91.0     32.9     50.8     83.1     39.8     14.4     22.2     36.3     58.1     66.7     25.4     29.2   155  30.0  13.8  27.9  13.6  380.0  159.7  441.8  155.8  286.0
      962     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD8501 KS00000005 1985061 1985130 1985140 1985214 1985280 1985280   -99   24211   14028   14028   10247 19140  0.2528    5550   730.3 0.579   3.7     6   150   430   653   416   238    12    17   151     1   250     0   331     0    72   250   208   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19804  19804      0      0  226715  226715     -99     76.2     44.1     58.2    161.4     44.1     25.5     33.7     93.5     96.8     73.1     56.1     42.4   150  29.0  13.0  27.9  13.6  380.0  317.8  549.4  133.6  415.8
      963     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD8601 KS00000005 1986061 1986130 1986137 1986210 1986282 1986282   -99   23915   13012   13012   10972 17717  0.2257    5765   758.6 0.544   4.5     6   150   312   630   401   229     1     0    85     1   250     0   276     0   126   203   171   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19801  19801      0      0  226684  226684     -99     89.9     42.2     59.6    159.4     48.9     23.0     32.4     86.7     95.7     86.6     52.0     47.1   152  29.6  15.0  27.5  13.6  380.0  265.9  566.2  166.1  401.4
      964     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD8701 KS00000005 1987061 1987130 1987136 1987214 1987306 1987306   -99   26121   14211   14211   11991 19244  0.2577    5515   725.7 0.544   4.8     7   175   464   765   473   292     9    46    69     1   250     0   312     1    94   213   176   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19809  19809      0      0  227008  227008     -99     76.6     39.4     55.2    149.3     41.7     21.4     30.1     81.2    104.5     83.7     56.8     45.5   176  28.3  12.8  26.6  13.2  380.0  340.9  663.5  190.6  472.8
      965     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD8801 KS00000005 1988061 1988130 1988136 1988210 1988279 1988279   -99   13589    5951    5951    7702  7816  0.2645    2250   296.0 0.438   3.4     7   175   260   535   290   245     0     2   148     1   250     0   220     0   167   161   104   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19806  19806      0      0  226524  226524     -99     67.9     29.9     46.8     77.7     29.8     13.1     20.5     34.0     54.4     61.8     23.8     27.0   149  30.5  14.6  27.3  13.7  380.0  200.0  455.2  165.4  290.3
      966     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD8901 KS00000005 1989061 1989130 1989140 1989216 1989298 1989298   -99   23959   13934   13934   10089 18472  0.3039    4585   603.3 0.582   4.1     6   150   469   711   412   299    12    39   111     1   250     0   328     2    76   242   198   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19805  19805      0      0  226821  226821     -99     56.5     37.3     58.1    159.7     32.9     21.7     33.8     92.9     95.8     73.0     55.7     42.5   168  27.0  12.2  26.2  13.4  380.0  423.9  641.6  229.3  412.3
      967     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD9001 KS00000005 1990061 1990130 1990139 1990216 1990294 1990294   -99   18943    8935    8935   10073 13946  0.1764    5066   666.5 0.472   3.4     7   175   365   643   342   301    12    40    95     1   250     0   253     1   135   175   144   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19819  19819      0      0  227020  227020     -99     80.0     36.5     55.4    108.2     37.7     17.2     26.1     51.1     75.8     74.9     35.7     35.3   164  29.4  13.3  27.4  13.4  380.0  236.9  519.5  177.4  342.0
      968     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD9101 KS00000005 1991061 1991130 1991136 1991205 1991277 1991277   -99   23609   13495   13495   10183 17012  0.3073    4392   577.9 0.572   4.2     6   150   422   707   450   257    13    39    67     1   250     0   302     2    90   218   181   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19813  19813      0      0  226876  226876     -99     67.0     38.2     52.5    157.4     38.3     21.8     30.0     90.0     94.4     78.2     54.0     44.7   147  30.4  15.3  28.1  13.7  380.0  352.2  618.7  170.2  449.9
      969     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD9201 KS00000005 1992061 1992130 1992137 1992223 1992316 1992316   -99   28340   15906   15906   12509 22212  0.3036    5239   689.4 0.561   4.6     7   175   422   738   470   269     7     0   101     1   250     0   380     0    50   281   226   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19790  19790      0      0  226728  226728     -99     71.0     41.5     60.4    161.9     39.8     23.3     33.9     90.9    113.4     74.6     63.6     41.9   186  25.7  11.3  25.2  13.1  380.0  399.4  683.1  213.6  469.5
      970     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD9301 KS00000005 1993061 1993130 1993139 1993214 1993309 1993309   -99   26939   15543   15543   11468 20854  0.2946    5276   694.2 0.577   4.5     7   175   511   741   429   312     6    25   164     1   250     0   347     0    60   267   209   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19807  19807      0      0  226804  226804     -99     68.2     42.8     62.8    153.9     39.3     24.7     36.2     88.8    107.8     77.6     62.2     44.8   179  26.8  11.9  26.0  13.2  380.0  395.0  630.0  201.0  428.9
      971     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD9401 KS00000005 1994061 1994130 1994137 1994208 1994289 1994289   -99   26178   14343   14343   11909 19905  0.2631    5451   717.2 0.548   4.5     7   175   432   750   477   274     3    12    92     1   250     0   299     0   101   209   176   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19809  19809      0      0  226909  226909     -99     72.9     39.4     54.9    149.6     39.9     21.6     30.1     82.0    104.7     87.6     57.4     48.0   159  30.1  13.5  27.8  13.5  380.0  359.1  663.8  187.6  476.9
      972     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD9501 KS00000005 1995061 1995130 1995140 1995223 1995305 1995305   -99   19772    8610    8610   11237 13353  0.1576    5462   718.6 0.435   4.6     7   175   521   708   367   341    14   104   120     1   250     0   279     4   122   204   138   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19800  19800      0      0  226661  226661     -99     50.6     31.9     53.9    113.0     22.0     13.9     23.5     49.2     79.1     70.9     34.4     30.9   175  27.9  11.5  25.7  13.2  380.0  390.5  620.1  253.0  367.1
      973     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD9601 KS00000005 1996061 1996130 1996138 1996212 1996301 1996301   -99   30455   18492   18492   12037 24297  0.3385    5463   718.8 0.607   4.5     7   175   457   707   489   218     8    10   157     1   250     0   377     1    46   290   244   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19789  19789      0      0  226509  226509     -99     72.5     47.5     62.2    174.0     44.0     28.8     37.8    105.7    121.8     80.8     74.0     49.1   171  27.8  12.4  26.2  13.3  380.0  420.0  641.6  152.1  489.5
      974     34  1  1  0 MZ MZCER047 KSGC3038 45%_IFREQ_16              FNYCO001 GRRD9701 KS00000005 1997061 1997130 1997138 1997213 1997283 1997283   -99   24857   13401   13401   11525 17677  0.3127    4285   563.9 0.539   4.3     5   125   513   726   480   246    35    50    85     1   250     0   343     3    64   250   206   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19798  19798      0      0  226606  226606     -99     53.5     37.7     51.8    198.9     28.9     20.3     27.9    107.2     99.4     72.5     53.6     39.1   153  29.4  14.6  27.2  13.6  380.0  464.3  659.5  181.7  479.7
